City,Lat,Lng,Max Temp,Humidity,Clouds,Wind Speed,Country,Date
Bilibino,68.0546,166.4372,-8.46,86,100,4.5,RU,1639890970
Assiut,27.181,31.1837,48.38,62,0,3.89,EG,1639891096
Saint George,37.1041,-113.5841,34.79,68,1,3.44,US,1639891096
Tessalit,20.1986,1.0114,61.75,22,0,10.65,ML,1639891096
Pimentel,-6.8367,-79.9342,66.76,86,100,11.88,PE,1639891097
Ballina,-28.8667,153.5667,91.58,69,2,18.07,AU,1639891097
Sorong,-0.8833,131.25,85.15,70,24,6.06,ID,1639891097
Guánica,17.9716,-66.908,74.21,76,34,6.35,PR,1639891097
Talakan,50.3167,130.3667,-0.08,86,100,5.28,RU,1639891098
Inuvik,68.3499,-133.7218,-6.74,84,75,1.14,CA,1639891098
Nysa,50.4738,17.3344,44.67,88,83,9.48,PL,1639891098
Inírida,3.8653,-67.9239,73.47,97,92,1.57,CO,1639891098
Nālūt,30.3333,10.85,43.02,88,0,8.63,LY,1639891098
Florø,61.5996,5.0328,40.96,65,75,19.57,NO,1639891099
Ribas do Rio Pardo,-20.4431,-53.7592,72.84,94,82,3.44,BR,1639891099
Phan Thiet,10.9333,108.1,83.03,62,100,6.51,VN,1639890902
Charters Towers,-20.1,146.2667,96.85,16,0,6.33,AU,1639891099
Nizwá,22.9333,57.5333,69.39,50,90,0.49,OM,1639891100
Port Augusta,-32.5,137.7667,83.71,42,61,25.23,AU,1639891100
Prince George,53.9166,-122.753,11.64,85,1,6.91,CA,1639891100
Maceió,-9.6658,-35.7353,76.44,94,40,4.61,BR,1639890938
Beaverlodge,55.2166,-119.4361,7.95,94,100,8.37,CA,1639891101
Mildura,-34.2,142.15,85.96,21,20,18.41,AU,1639890831
Trofors,65.5333,13.4063,39.02,97,100,15.9,NO,1639891101
Winneba,5.3511,-0.6231,77.86,81,44,3.06,GH,1639891102
Cockburn Town,21.4612,-71.1419,79.54,62,3,22.24,TC,1639891102
Palmer,42.1584,-72.3287,37.15,87,90,1.01,US,1639891102
Acarí,-15.4311,-74.6158,69.33,79,92,3.47,PE,1639891102
Herk-de-Stad,50.9407,5.1697,43.43,92,90,4.61,BE,1639891103
Korla,41.7597,86.1469,26.71,49,21,5.26,CN,1639891103
Mitsamiouli,-11.3847,43.2844,81.61,68,4,3.78,KM,1639891104
Rawson,-43.3002,-65.1023,62.74,81,11,2.8,AR,1639891104
Esmeraldas,-19.7625,-44.3139,70.11,96,74,6.24,BR,1639891104
Ust-Kuyga,70.0167,135.6,-27.45,98,100,2.04,RU,1639891104
Makakilo City,21.3469,-158.0858,75.52,73,1,4.61,US,1639891105
Santo Antônio do Içá,-3.1022,-67.9397,74.79,98,100,0.72,BR,1639891105
Mookane,-23.688,26.6595,57.58,85,100,11.14,BW,1639891106
Nizhnevartovsk,60.9344,76.5531,-30.98,68,20,6.71,RU,1639891106
Pudozh,61.8099,36.5345,16.52,92,99,9.69,RU,1639891106
Nuquí,5.7125,-77.2708,75.36,91,100,2.66,CO,1639891106
Lumsden,50.6501,-104.8678,12.0,87,100,13.85,CA,1639891107
Maragogi,-9.0122,-35.2225,77.27,80,64,7.72,BR,1639890897
Ipirá,-12.1583,-39.7372,70.0,88,92,4.7,BR,1639891107
Suntar,62.1444,117.6319,-42.9,96,83,1.95,RU,1639891107
Aklavik,68.2191,-135.0107,-6.77,100,99,4.54,CA,1639891107
Tallahassee,30.4383,-84.2807,71.85,96,90,1.99,US,1639891108
San Cristobal,7.7669,-72.225,66.38,93,98,1.1,VE,1639891108
Calvinia,-31.4707,19.776,67.82,60,0,11.5,ZA,1639891108
Bazarnyy Syzgan,53.7512,46.7535,18.0,98,91,5.91,RU,1639891108
San Patricio,28.017,-97.5169,55.83,61,26,16.26,US,1639891109
Ostrovnoy,68.0531,39.5131,13.69,83,100,18.57,RU,1639891109
Rundu,-17.9333,19.7667,68.05,83,100,4.68,NA,1639891109
Eureka,40.8021,-124.1637,49.39,75,100,7.0,US,1639891109
Norton,-17.8833,30.7,60.75,87,100,4.21,ZW,1639891109
Paamiut,61.994,-49.6678,30.79,91,100,5.73,GL,1639891110
Lincoln,40.8,-96.667,20.64,84,1,0.0,US,1639891110
Usakos,-22.0,15.6,69.58,30,9,3.87,NA,1639891110
Ferkessédougou,9.6,-5.2,70.52,22,12,5.73,CI,1639891111
Safford,32.834,-109.7076,47.93,52,1,6.91,US,1639891111
Canutama,-6.5339,-64.3831,74.64,98,98,2.17,BR,1639891112
Calamar,10.2511,-74.9146,78.75,86,100,3.24,CO,1639891112
Kahului,20.8947,-156.47,75.22,82,40,14.97,US,1639890967
Sidi Ali,36.0998,0.4206,50.99,68,8,6.13,DZ,1639890832
Ancud,-41.8697,-73.8203,53.42,95,4,2.13,CL,1639891113
Abomsa,9.9833,39.9833,67.46,68,62,3.11,ET,1639891113
Spišská Nová Ves,48.9446,20.5615,38.05,96,98,2.53,SK,1639891113
Pitimbu,-7.4706,-34.8086,79.39,76,25,9.33,BR,1639891113
Beyneu,45.3167,55.2,36.66,89,88,6.24,KZ,1639891114
Ukiah,39.1502,-123.2078,45.97,92,1,0.0,US,1639891115
Yelan’-Kolenovskiy,51.1632,41.151,26.26,86,100,13.58,RU,1639891115
Juneau,58.3019,-134.4197,26.22,91,75,0.0,US,1639890831
Mossamedes,-15.1961,12.1522,69.12,70,100,6.8,AO,1639891041
Kyaikkami,16.08,97.5675,81.14,57,84,2.8,MM,1639891116
Wewak,-3.5534,143.6268,85.93,71,91,13.4,PG,1639891116
Okha,53.5739,142.9478,0.32,84,81,14.88,RU,1639891116
Mayskiy,47.6931,40.1025,31.41,70,95,13.0,RU,1639891116
Iqaluit,63.7506,-68.5145,6.53,77,90,5.01,CA,1639891116
Cayenne,4.9333,-52.3333,80.1,85,75,4.0,GF,1639891117
Cartagena,10.3997,-75.5144,78.42,89,20,4.61,CO,1639891117
Hay River,60.8156,-115.7999,-13.02,70,75,8.05,CA,1639891118
Rocha,-34.4833,-54.3333,57.27,95,0,6.4,UY,1639891118
Tahe,52.3333,124.7333,4.91,71,28,0.63,CN,1639891118
Bubaque,11.2833,-15.8333,77.11,53,7,20.47,GW,1639891118
Schwarzenbek,53.5,10.4833,44.98,97,100,18.86,DE,1639891119
Kigoma,-4.8769,29.6267,73.76,82,100,4.03,TZ,1639891119
Hirara,24.8,125.2833,68.27,45,20,10.36,JP,1639891119
Selma,36.5708,-119.6121,46.85,79,4,0.56,US,1639891120
Balkhash,46.844,74.9804,18.21,93,40,11.18,KZ,1639891120
Hinton,53.4001,-117.5857,19.11,95,100,3.56,CA,1639891120
Thinadhoo,0.5333,72.9333,81.03,76,96,2.91,MV,1639891121
High Level,58.5169,-117.136,-9.29,84,90,12.66,CA,1639891121
Kumul,42.8,93.45,27.66,44,0,1.92,CN,1639891121
Flinders,-34.5833,150.8552,89.2,51,100,16.13,AU,1639891121
Port-Gentil,-0.7193,8.7815,80.67,78,72,5.84,GA,1639891121
Acapulco de Juárez,16.8634,-99.8901,78.62,89,90,0.0,MX,1639891077
Junction City,39.0286,-96.8314,15.57,83,1,0.0,US,1639891122
Manokwari,-0.8667,134.0833,84.13,68,87,4.63,ID,1639891122
Priladozhskiy,59.85,31.4833,33.46,97,100,12.41,RU,1639891122
Shache,38.4167,77.2406,30.51,42,3,4.0,CN,1639891123
Caravelas,-17.7125,-39.2481,74.08,95,100,2.8,BR,1639891123
Esmeralda,21.8525,-78.1169,72.64,92,11,8.1,CU,1639891123
Sakakah,29.9697,40.2064,49.57,55,2,6.02,SA,1639891123
Kiryat Gat,31.61,34.7642,55.4,13,2,11.1,IL,1639891124
Kurumkan,54.3,110.3,16.59,87,100,5.14,RU,1639891124
Leh,34.1667,77.5833,3.67,41,0,2.66,IN,1639891124
Chernushka,56.5072,56.0766,23.85,97,100,4.63,RU,1639891124
Tautira,-17.7333,-149.15,80.62,77,92,12.53,PF,1639891125
Tomatlán,19.9333,-105.25,71.1,87,100,2.44,MX,1639891125
São Raimundo das Mangabeiras,-7.0219,-45.4811,75.65,85,100,1.92,BR,1639891125
Zaritap,39.6363,45.5096,27.79,84,72,3.44,AM,1639891125
Pevek,69.7008,170.3133,-14.78,92,100,2.73,RU,1639891126
Khanbari,27.3747,87.2039,63.81,39,0,3.31,NP,1639891126
Karratha,-20.7377,116.8463,103.1,19,5,12.93,AU,1639891126
North Bend,43.4065,-124.2243,53.87,94,90,11.5,US,1639891126
Nemuro,43.3236,145.575,26.94,40,12,6.2,JP,1639890901
Huacho,-11.1067,-77.605,66.56,88,49,7.87,PE,1639891127
Sol'-Iletsk,51.1631,54.9918,32.72,98,100,12.62,RU,1639891127
Beneditinos,-5.45,-42.3667,79.93,78,97,4.68,BR,1639891127
Sungai Penuh,-2.0833,101.3833,71.78,72,100,3.87,ID,1639891127
Nioro,13.35,-15.75,72.52,42,27,13.51,GM,1639891128
Sabang,5.8933,95.3214,78.35,84,100,20.07,ID,1639891128
La Libertad,-2.2333,-80.9,71.51,89,100,8.52,EC,1639891128
Bintulu,3.1667,113.0333,88.21,66,40,2.3,MY,1639890999
Sobolevo,54.4299,31.8996,36.3,99,100,20.38,RU,1639891128
Susuman,62.7833,148.1667,-43.62,100,93,0.74,RU,1639891129
Pochutla,15.7432,-96.4661,77.85,78,6,3.69,MX,1639891111
Praia da Vitória,38.7333,-27.0667,57.45,100,40,16.82,PT,1639891129
Poladpur,17.9802,73.466,82.2,39,0,4.76,IN,1639891129
Kokopo,-4.352,152.2633,77.5,89,100,1.66,PG,1639891130
Dingcheng,32.1272,115.0394,56.57,20,56,8.48,CN,1639891130
Dargaville,-35.9333,173.8833,67.35,61,26,5.99,NZ,1639891130
Oriximiná,-1.7656,-55.8661,75.2,95,100,1.72,BR,1639891130
Zhalantun,48.0,122.7167,18.19,65,71,3.44,CN,1639891131
Lucapa,-8.4192,20.7447,65.14,97,100,0.63,AO,1639891131
Talnakh,69.4865,88.3972,-29.4,91,92,0.87,RU,1639891131
Margate,51.3813,1.3862,42.69,94,100,1.99,GB,1639891131
Ayan,56.45,138.1667,-0.33,60,100,8.63,RU,1639891131
Qasigiannguit,68.8193,-51.1922,37.65,55,74,26.4,GL,1639891132
Nago,26.5881,127.9761,66.63,50,20,12.66,JP,1639890931
Waingapu,-9.6567,120.2641,87.22,70,89,7.2,ID,1639891132
Tornio,65.8481,24.1466,19.42,94,59,5.14,FI,1639890864
Priiskovyy,51.9333,116.6333,9.93,86,41,4.94,RU,1639891132
Rongcheng,30.634,117.8517,56.07,22,4,2.17,CN,1639891133
Noyabrsk,63.1994,75.4507,-31.2,98,22,7.45,RU,1639891133
Nadym,65.5333,72.5167,-34.35,99,34,7.81,RU,1639891133
Klaksvík,62.2266,-6.589,45.52,77,100,8.66,FO,1639891133
Svobodnyy,51.4,128.1333,-4.59,90,92,5.12,RU,1639891002
Ramnagar,29.4,79.1167,61.74,17,0,1.36,IN,1639891134
Luanda,-8.8368,13.2343,75.81,88,99,8.14,AO,1639891003
Zavyalovo,54.5053,82.4484,12.02,96,100,5.21,RU,1639891134
Richards Bay,-28.783,32.0377,66.67,71,49,6.04,ZA,1639891134
Valparaíso,-33.0393,-71.6273,55.04,94,0,3.44,CL,1639891135
Iporá,-16.4419,-51.1178,70.79,90,100,1.01,BR,1639891135
Spartanburg,34.9496,-81.9321,63.81,98,90,0.0,US,1639891135
Diffa,13.3154,12.6113,61.5,38,68,11.9,NE,1639891136
Shimoda,34.6667,138.95,52.16,56,3,26.71,JP,1639891136
Lufilufi,-13.8745,-171.5986,83.98,78,13,19.86,WS,1639891136
Sheridan,44.8333,-106.9173,41.18,68,1,0.0,US,1639891136
Akdepe,42.0551,59.3788,37.49,83,0,6.49,TM,1639891136
Sánchez,19.2281,-69.6137,71.53,77,51,5.03,DO,1639891137
Berbérati,4.2612,15.7922,66.54,41,100,1.52,CF,1639891137
Shuangyang,43.5242,125.6736,21.16,55,75,13.4,CN,1639891137
Prieska,-29.6641,22.7474,64.65,71,100,3.89,ZA,1639891137
Doctor Arroyo,23.6667,-100.1833,61.3,50,96,2.06,MX,1639891138
Bubanza Province,-3.1167,29.4,70.05,90,94,1.19,BI,1639891138
Northam,51.0333,-4.2167,46.02,94,60,11.68,GB,1639891138
Brooks,50.5834,-111.8851,30.83,84,74,6.91,CA,1639891138
Mahon,39.8885,4.2658,48.76,81,40,6.91,ES,1639891138
Chapais,49.7834,-74.8492,6.58,95,100,2.91,CA,1639891139
Auki,-8.7676,160.7034,80.91,83,92,5.68,SB,1639891139
Aykhal,66.0,111.5,-44.59,100,100,7.87,RU,1639891139
Grand Gaube,-20.0064,57.6608,86.4,65,0,5.01,MU,1639891139
Kailua,21.4022,-157.7394,76.98,79,40,14.97,US,1639891139
Latung,5.5,120.8833,82.76,75,49,2.51,PH,1639891140
Marathon,44.9,-89.7668,19.96,86,90,5.75,US,1639891140
The Valley,18.217,-63.0578,78.1,73,7,24.11,AI,1639891140
Anuchino,43.9622,133.0544,17.19,60,26,7.07,RU,1639891140
Havøysund,70.9963,24.6622,31.08,82,90,23.44,NO,1639891141
Washington,47.5001,-120.5015,36.09,89,100,4.72,US,1639891142
Verkh-Usugli,52.7,115.1667,13.01,75,91,6.44,RU,1639891142
